ID,SUBPRIO,PRIORITY,WARN_TYPE,TIME_OUT,LM,ICON,COLOR,CHIME_TYPE,TEXT
W736,836,2,SC*,n/a,No,n/a,Amber,,"To Exit 4x4 LOW
Apply Brake"
W737,837,2,SC*,n/a,No,n/a,Amber,,"To Exit 4x4 LOW
Shift to N"
W738,838,2,SC*,n/a,No,n/a,Amber,,"To Exit 4x4 LOW
Apply Clutch"
W739,839,2,SC*,n/a,No,n/a,Amber,,4x4 Shift in Progress
W740,840,2,TT/RTT,n/a,No,tbd.30,Amber,,
W750,845,2,TT/RTT,n/a,No,tbd.31,Amber,,
W850,850,2,TA*,4,No,n/a,Amber,No,"Could Not Program
Integrated Key"
W851,851,2,,,,n/a,Neutral,No,"MyKey not
Created"
W769,865,2,SC*,n/a,No,n/a,Amber,info,"Low Fuel
Pressure"
W770,870,2,SC*,n/a,No,G.10,Amber,No,"Water in Fuel
Drain Filter"
W780,880,2,SC*,n/a,No,G.12,Amber,No,"Check Fuel
Cap"
W781,881,2,SC*,n/a,No,n/a,Amber,No,"Check Fuel Fill
Inlet"
W3350,884,2,SC*,n/a,No,M.12,Neutral,No,Ready to Drive
W3350a,884,2,SC*,n/a,No,tbd.95,Neutral,No,Ready to Drive
W1810,884,2,TA*,4,No,M.12,Neutral,No,Ready to Drive
W1810a,884,2,TA*,4,No,tbd.95,Neutral,No,Ready to Drive
W3351,885,2,SC*,n/a,No,M.12,Neutral,No,"Ready to Drive
Budget set to XXX mi"
W3351a,885,2,SC*,n/a,No,tbd.95,Neutral,No,"Ready to Drive
Budget set to XXX mi"
W1813,885,2,TA,4,No,M.12,Neutral,No,"Ready to Drive
Budget set to XXX mi"
W1813a,885,2,TA,4,No,tbd.95,Neutral,No,"Ready to Drive
Budget set to XXX mi"
W3352,886,2,SC*,n/a,No,M.12,Neutral,No,"Ready to Drive
Budget set to XXX km"
W3352a,886,2,SC*,n/a,No,tbd.95,Neutral,No,"Ready to Drive
Budget set to XXX km"
W1814,886,2,TA,4,No,M.12,Neutral,No,"Ready to Drive
Budget set to XXX km"
W1814a,886,2,TA,4,No,tbd.95,Neutral,No,"Ready to Drive
Budget set to XXX km"
W1811,887,2,TA,4,No,n/a,Neutral,No,Budget set to XXX mi
W1812,888,2,TA,4,No,n/a,Neutral,No,Budget set to XXX km
W790,889,2,TT/RTT,n/a,No,tbd.32,Amber,,
W785,890,2,TT/RTT,n/a,No,tbd.29,Amber,,
W3353,892,2,SC*,n/a,No,M.12,Neutral,No,"Ready to Drive
XXX% Charged"
W3353a,892,2,SC*,n/a,No,tbd.95,Neutral,No,"Ready to Drive
XXX% Charged"
W3570,900,2,TA*,10,No,n/a,Neutral,Yes,Turn Off\nTraction Control\nTo Aid in Gettting\nUnstuck?\nYes\nNo
W901,901,2,TA*,4,No,J.15,Amber,No,"Traction Control
Off"
W902,902,2,TA*,4,No,n/a,Amber,No,"AdvanceTrac
SPORT MODE"
W903,903,2,TA*,4,No,J.15,Amber,No,"AdvanceTrac
Off"
W904,904,2,TA*,4,No,n/a,Amber,No,"AdvanceTrac
On"
W905,905,2,SC*,n/a,No,n/a,Amber,No,"Service Tire
Mobility Kit"
W906,906,2,TA*,4,No,n/a,Amber,No,"Traction Control
On"
W3567,910,2,TA*,4,No,n/a,Amber,No,Wet/Icy Mode\nOn
W3568,911,2,TA*,4,No,n/a,Amber,No,Wet/Icy Mode\nOff
W2500,920,2,TA*,4,No,n/a,Amber,No,"AdvanceTrac On - 
MyKey Setting"
W2501,921,2,TA*,4,No,n/a,Amber,No,"Traction Control On -
MyKey Setting"
W860,930,2,TA,2,No,n/a,Amber,info,"MyKey Active
Drive Safely"
W862,931,2,TA,4,No,n/a,Amber,info,"Speed Limited
to 80 MPH"
W863,931,2,TA,4,No,n/a,Amber,info,"Speed Limited
to YYY MPH"
W864,932,2,TA,4,No,n/a,Amber,info,"Speed Limited
to 130 km/h"
W865,932,2,TA,4,No,n/a,Amber,info,"Speed Limited
to YYY km/h"
W870,933,2,SC*,n/a,No,n/a,Amber,Mykey speed chime,"Check Speed
Drive Safely"
W872,934,2,SC*,n/a,No,n/a,Amber,MyKey speed,"Near Vehicle
Top Speed"
W874,935,2,SC*,n/a,No,n/a,Amber,MyKey speed,"Vehicle at
Top Speed 
of MyKey Setting"
W880,936,2,SC*,n/a,No,n/a,Amber,info,"Buckle Up to
Unmute Audio"
W890,937,2,TA,4,No,n/a,Amber,info,"AdvanceTrac On - 
MyKey Setting"
W891,938,2,TA,4,No,n/a,Amber,info,"Traction Control On -
MyKey Setting"
W892,939,2,TA,4,No,n/a,Amber,No,"MyKey
Park Aid Cannot
be Deactivated"
W893,940,2,SC*,n/a,No,n/a,Amber,No,"TracKey 
Active
Track Use Only"
W894,941,2,SC*,n/a,No,n/a,Amber,No,"TracKey 
Idle Enabled"
W895,942,2,TA,4,No,n/a,Amber,No,"Lane Keeping Alert
On
MyKey Setting"
W1653,943,2,SC,n/a,No,n/a,Amber,No,"Rear Park Aid
Deactivated
Trailer Attached"
W1654,944,2,SC*,n/a,No,n/a,Amber,Info,"Blind Spot and
Cross Traffic Alert
Deactivated
Trailer Attached "
W1026,945,2,SC*,n/a,No,n/a,Amber,info,"Driver  Select
Suspension
Malfunction
Service Required"
W1027,945,2,SC*,n/a,No,n/a,Amber,info,"Drive Control
Malfunction
Service Required"
W951,951,2,SC*,n/a,No,n/a,Red,hard,"Exhaust System
Overheated
Stop Safely NOW"
W952,952,2,SC*,n/a,No,n/a,Amber,info,"DEF Level
Range: XXXX mi
Refill Soon"
W953,953,2,SC*,n/a,No,n/a,Amber,info,"DEF Level
Range: XXXX km
Refill Soon"
W954,954,2,SC*,n/a,No,n/a,Amber,info,"DEF Level Low
Range: XXXX mi
Refill Now"
W955,955,2,SC*,n/a,No,n/a,Amber,info,"DEF Level Low
Range: XXXX km
Refill Now"
W956,956,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Level Empty
Speed Limited
 to YY MPH
 in XXXX mi"
W957,957,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Level Empty
Speed Limited
 to YY km/h
 in XXXX km"
W958,958,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Level Empty
Speed Limited
 to YY MPH
 Upon Restart"
W959,959,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Level Empty
Speed Limited
 to YY km/h
 Upon Restart"
W960,960,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Level Empty
Speed Limited
 to YY MPH"
W961,961,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Level Empty
Speed Limited
 to YY km/h"
W962,962,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Level Empty
Engine Idled Soon"
W962_4,962,2,TA,10,No,n/a,Amber,No,DEF Fault
W963,963,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Level Empty
Engine Idled
See Manual"
W964,964,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Fault
Speed Limited 
to  YY MPH
in XXXX mi"
W965,965,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Fault
Speed Limited
to YY km/h
 in XXXX km"
W966,966,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Fault
Speed Limited 
to YY MPH
Upon Restart"
W967,967,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Fault
Speed Limited 
to YY km/h 
Upon Restart"
W968,968,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Fault
Speed Limited
to YY MPH"
W969,969,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Fault
Speed Limited
to YY km/h"
W969_2,969,2,TA,10,No,n/a,Amber,UREA Alarm Diesel,"DEF Fault
Engine Idled
Soon"
W969_4,969,2,TA,10,No,n/a,Amber,Yes,DEF Fault\nEngine Idled\nSee Manual
W970,970,2,SC*,n/a,No,n/a,Amber,info,"Off Road Mode
For Off Road,
Slow to 5MPH"
W973,970,2,SC*,n/a,No,n/a,Amber,info,"Off Road Mode
For Off Road,
Slow to 8 km/h"
W971,971,2,TA*,4,No,n/a,Amber,info,Enter Off Road Mode Enabled
W972,972,2,TA*,4,No,n/a,Amber,info,Exit Off Road Mode
W974,974,2,TA*,4,No,J.13,Amber,info,Hill Descent Control-READY
W975,975,2,TA*,4,No,J.13,Amber,No,Hill Descent Control- Active
W976,976,2,TA*,4,No,J.13,Amber,info,Hill Descent Control- OFF
W977_2,977,2,TA*,10,No,J.13,Amber,info,"For Hill Descent
Reduce Speed
20 MPH or Less"
W977_3,977,2,TA*,10,No,J.13,Amber,info,"For Hill Descent
Reduce Speed
32 km/h or Less"
W977,977,2,TA*,4,No,J.13,Amber,No,"For Hill Descent
Reduce Speed
20MPH or Less"
W977_1,977,2,TA*,4,No,J.13,Amber,No,"For Hill Descent
Reduce Speed
32 km/h or Less"
W978,978,2,SC*,n/a,No,J.13,Amber,info,"Hill Descent
Driver 
Resume Control"
W979,979,2,TA*,4,No,J.13,Amber,info,"Hill Descent Control
Off
System Cooling"
W980,980,2,SC*,n/a,No,J.13,Amber,info,"Hill Descent Control
Fault"
W981,981,2,TA*,4,No,J.13,Amber,info,For Hill Descent Select Gear
W989_2,989.2,2,TA*,4,No,J.930,Amber,No,"Normal Mode
Active"
W989_3,989.3,2,TA*,4,No,J.931,Amber,No,"Snow, Gravel, Grass
Mode Active"
W989_4,989.4,2,TA*,4,No,J.932,Amber,No,"Mud, Rut
Mode Active"
W989_5,989.5,2,TA*,4,No,J.933,Amber,No,"Sand Mode
Active"
W989_6,989.6,2,TA*,4,No,J.934,Amber,No,"Crawl Mode
Active"
W989_8,989.8,2,SC*,n/a,No,n/a,Amber,No,"Terrain Management
System Fault"
W989_91,989.91,2,TA*,4,No,n/a,Amber,No,"Mode Change Not
Accepted, Retry"
W991,991,2,SC*,n/a,No,n/a,Amber,info,"To Enter
Crawl Mode
 4x4 LOW is Required"
W992,992,2,SC*,n/a,No,n/a,Amber,info,"To Exit 4x4 LOW
Exit Crawl Mode"
W1000,1000,2,TA,4,No,n/a,Amber,No,"Normal Cruise Active
Adaptive Braking Off"
W1001,1001,2,NR,n/a,No,n/a,Amber,No,"Front Sensor
Not Aligned"
W1003,1003,2,SC*,n/a,No,n/a,Amber,No,"To Engage
Locking Differential
Slow to 20 MPH"
W1004,1004,2,SC*,n/a,No,n/a,Amber,No,"To Engage
Locking Differential
Slow to 30 km/h"
W1005,1005,2,SC*,n/a,No,n/a,Amber,No,"To Engage
Locking Differential
Slow to 55 MPH"
W1006,1006,2,SC*,n/a,No,n/a,Amber,No,"To Engage
Locking Differential
Slow to 90 km/h"
W1007,1007,2,SC*,n/a,No,n/a,Amber,No,"To Engage
Locking Differential
Release Accelerator Pedal"
W1008,1008,2,SC*,n/a,No,n/a,Amber,No,"Locking Differential
Engaged"
W1009,1009,2,SC*,n/a,No,n/a,Amber,No,"Locking Differential
Disengaged"
W3525,1010,2,SC*,n/a,No,n/a,Amber,No,"To Engage
Locking Differential
Slow to 40 MPH"
W3526,1011,2,SC*,n/a,No,n/a,Amber,No,"To Engage
Locking Differential
Slow to 65 km/h"
W1029,1018,2,TT/RTT,n/a,No,K.16,Amber,,
W1031,1031,2,SC*,n/a,No,n/a,Neutral,No,"Park Heater
Not Started
Low Fuel Level"
W1032,1032,2,SC*,n/a,No,n/a,Neutral,No,"Park Heater
Not Started
Outside Temperature
Too High"
W1033,1033,2,SC*,n/a,No,n/a,Neutral,No,"Park Heater
Not Started
Vehicle Not Started
Over 7 Days"
W1034,1034,2,SC*,n/a,No,n/a,Neutral,No,"Park Heater
Not Started
Low Battery
State of Charge"
W1035,1035,2,SC*,n/a,Yes,n/a,Neutral,No,"Park Heater
Timer Enabled"
W1036,1036,2,SC*,n/a,No,n/a,Amber,No,"Change AWD
Power Transfer Unit
Lube"
W1037,1036,2,SC*,n/a,No,n/a,Amber,No,"Change 4WD
Power Transfer Unit
Lube"
W2050,1037,2,TA,4,No,n/a,Amber,No,"AWD 
Power Transfer Unit 
Lube Set to New"
W2051,1037,2,TA,4,No,n/a,Amber,No,"4WD 
Power Transfer Unit 
Lube Set to New"
W1890,1038,2,NR,n/a,Yes,n/a,Neutral,No,"Park Heater
Running

Press OK to Stop"
W1038,1038,2,TT/RTT,n/a,Yes,D.31,Amber,No,
W1039,1039,2,TT/RTT,n/a,Yes,"T.9951
(Amber)",Amber,No,
W1040,1040,2,SC*,n/a,No,"F.919
(Amber)",Amber,info,"Auto StartStop
Shift to P, then 
Restart Engine"
W1041,1041,2,SC*,n/a,No,"F.919
(Amber)",Amber,info,"Auto StartStop
Press Brake 
to Start Engine"
W1043,1043,2,SC*,n/a,No,"F.919
(Amber)",Amber,info,"Auto StartStop
Manual Restart Required"
W1044,1044,2,SC*,n/a,No,"F.919
(Amber)",Amber,info,"Auto StartStop
Press Clutch
to Start Engine"
W1045,1045,2,SC*,n/a,No,"F.919
(Amber)",Amber,info,"Auto StartStop
Press a Pedal
to Start Engine"
W1046,1046,2,SC*,n/a,No,"F.919
(Amber)",Amber,info,"Auto StartStop
Select Neutral
To Start Engine"
W1047,1047,2,SC*,n/a,No,"F.919
(Amber)",Amber,Soft,"Auto StartStop
Malfunction
Service Required"
W1048,1048,2,SC*,n/a,No,"F.919
(Amber)",Amber,No,"Auto StartStop
Press Brake
Harder to Activate"
W1049,1049,2,TA,4,No,n/a,Neutral,No,"Auto StartStop
Not Available"
W1056,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Confirm Park Brake
Apply Before
Exiting the Vehicle"
W1057,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Cannot Shift Trans
Use Park Brake
 to Secure Vehicle"
W1058,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Service Required"
W1059,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Vehicle is
Shifting to Park"
W1060,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Reverse Unavailable
Service Required"
W1061,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Drive Unavailable
Select S for Drive
Service Required"
W1062,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Drive Unavailable
Select L for Drive
Service Required"
W1063,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Neutral Unavailable
Service Required"
W1064,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Sport Unavailable
Service Required"
W1065,1050,2,SC*,n/a,No,n/a,Red,Hard,"SHIFT SYS FAULT
Low Unavailable
Service Required"
W1050 ,1050,2,SC*,n/a,No,n/a,Amber,info,"Invalid Gear 
Selection"
W1051,1050,2,SC*,n/a,No,n/a,Amber,info,"Depress Brake
to
Shift from Park"
W1053,1050,2,SC*,n/a,No,n/a,Amber,info,"Stay in 
Neutral Mode
Engaged"
W1066,1050,2,SC*,n/a,No,n/a,Neutral,Info,"Neutral Tow Engaged
Turn Ignition Off
for Towing"
W1067,1050,2,SC*,n/a,No,n/a,Neutral,Info,"Neutral Tow Engaged
Depress Brake and
Select Park to
Exit Neutral Tow"
W1068,1050,2,SC*,n/a,No,n/a,Neutral,Info,"Neutral Tow
Remove Park Brake
for Towing"
W1071,1050,2,SC*,n/a,No,n/a,Neutral,Info,"Reverse
will engage
at Low Speed"
W1054b,1050,2,TA,10,Yes,n/a,Neutral,No,"Neutral Tow 
Engaged
See Manual 
to Disable "
W1070,1050,2,NR,n/a,Yes,n/a,Neutral,No,"Neutral Tow Enabled
Leave Transmission 
in Neutral"
W1052,1050,2,SC*,n/a,No,n/a,Neutral,No,"To Stay in Neutral
When Exiting Vehicle
Select N Again"
W1069,1050,2,TA,10,No,n/a,Neutral,No,"Neutral Tow
Disengaged"
W1072,1050,2,SC*,n/a,Yes,n/a,Red,Hard,
W1073,1050,2,,,,n/a,n/a,,
W1074,1050,2,,,,n/a,n/a,,
W1075,1050,2,,,,n/a,n/a,,
W1076,1050,2,,,,n/a,n/a,,
W1077,1050,2,,,,n/a,n/a,,
W1078,1050,2,,,,n/a,n/a,,
W1079,1050,2,,,,n/a,n/a,,
W3555,30,1,SC*,n/a,No,K.15,Neutral,n/a,Adaptive Cruise
W1080,1080,2,SC*,n/a,No,"A.19
(Red)",Neutral,No,"Spinout Detected
Hazards Activated"
W1081,40,1,SC*,n/a,No,K.15,Red,Yes,Adaptive Cruise
W1082,1082,2,SC*,n/a,No,K.15,Red,Yes,Collision Warning
W1083,1083,2,SC*,n/a,No,n/a,Neutral,No,"Brake Applied
Power Reduced"
W1085,1085,2,SC*,n/a,Yes,n/a,Neutral,Soft,"Switches
Inhibited
Security Mode"
W1086,1086,2,SC*,n/a,Yes,L.10,Amber,info,"Child Lock
Fault
See Manual"
W1087,1087,2,TA,10,No,n/a,Neutral,No,"Factory Keypad
Code
 X X X X X"
W1349,1349,2,SC*,n/a,No,n/a,Red,Hard,"Ceramic Brakes
Replace Front
Brake Pads"
W1350,1350,2,SC*,n/a,No,n/a,Red,Hard,"Park Brake
Malfunction
Service Now"
W1350a,1350,2,TA,10,Yes,n/a,Red,Hard,"Park Brake
Malfunction
Service Now"
W1351,1350,2,SC*,n/a,No,n/a,Red,Hard,"Park Brake
Not Applied"
W1351b,1350,2,TA*,10,Yes,n/a,Red,Hard,"Park Brake
Not Applied"
W1352,1350,2,SC*,n/a,No,n/a,Red,Hard,"Park Brake
Maintenance
Mode"
W1480,1350,2,SC*,n/a,No,n/a,Red,Hard,"Park Brake
System
Overheated"
W1481,1350,2,SC*,n/a,No,n/a,Red,Hard,"Park Brake
Not Released"
W1477,1350,2,SC*,n/a,No,n/a,Neutral,info,"Park Brake
Use Switch
to Release"
W1479,1350,2,SC*,n/a,No,n/a,Amber,info,"Park Brake
Limited Function
Service Required"
W1450,1350,2,TA,10,Yes,n/a,Amber,info,"Park Brake
Limited Function
Service Required"
W1351a,1350,2,SC*,n/a,No,n/a,Neutral,No,"Park Brake
Not Applied
Apply Park Brake"
W1351c,1350,2,TA*,10,Yes,n/a,Neutral,No,"Park Brake
Not Applied
Apply Park Brake"
W1352a,1350,2,SC*,n/a,No,n/a,Amber,No,"Park Brake
Maintenance
Mode"
W1352b,1350,2,TA,10,Yes,n/a,Amber,No,"Park Brake
Maintenance
Mode"
W1478,1350,2,TA*,4,No,n/a,Neutral,No,"To Release:
Press Brake
and Switch"
W1491,1350,2,TA*,4,Yes,n/a,Neutral,No,"Park Brake
On"
W1492,1350,2,SC*,n/a,No,n/a,Neutral,No,"Park Brake
Off"
W1481a,1350,2,SC*,n/a,No,n/a,Red,"Park Brake 
continuous","Release
Park Brake"
W1483,1350,2,,,,,,,"reserved
do not translate"
W1365,1365,2,TA,30,No,H.07,Neutral,No,"Transmission
Warming Up
Please Wait"
W1366,1366,2,TA,4,No,n/a,Neutral,info,"Press Brake
Pedal"
W1429,1429,2,TA,10,No,B.928,Amber,soft,"Hill Start
Assist
Not Available"
W1430,1430,2,SC*,n/a,No,tbd.10,Neutral,No,"Adaptive Cruise
Shift Down"
W1431,70,1,SC*,n/a,No,n/a,Amber,Soft,"Adaptive Cruise - 
Driver Resume
Control"
W1432,1432,2,SC*,n/a,No,n/a,Neutral,No,"Adaptive Cruise 
Speed Too Low
to Activate"
W1484,1484,2,TA,10,No,H.07,Amber,soft,"Transmission
Over Temperature
Stop Safely"
W1485,1485,2,SC*,n/a,No,H.07,Red,Hard,"Transmission
Malfunction
Service Now"
W1487,1487,2,TA,10,No,H.07,Amber,soft,"Transmission
Service Required"
W1522,1522,2,SC*,n/a,Yes,n/a,Neutral,No,"Key
Battery Low
Replace Soon"
W1531,1531,2,TA,10,No,H.07,Neutral,info,"Transmission
Too Hot
Press Brake"
W1532,1532,2,TA,10,No,H.07,Amber,Soft,"Transmission
Too Hot
Press Brake"
W1533,1533,2,SC*,n/a,No,H.07,Red,Hard,"Transmission
Too Hot
Press Brake"
W1534,1534,2,SC*,n/a,No,H.07,Red,Hard,"Transmission
Overheating
Stop Safely"
W1591,1591,2,TA,10,No,H.07,Amber,Soft,"Transmission
Limited Function
See Manual"
W1710,1710,2,TA,15,No,n/a,Neutral,No,"Active City Stop
Auto Braking"
W1711,1711,2,SC*,n/a,No,n/a,Amber,info,"Active City Stop  
Sensor Blocked
Clean Screen"
W1712,1712,2,SC*,n/a,No,n/a,Amber,info,"Active City Stop 
Malfunction"
W1796,1796,2,SC*,n/a,No,H.07,Neutral,No,"Transmission
Adjusted"
W1797,1797,2,SC*,n/a,No,H.07,Neutral,No,"Transmission
AdaptMode"
W1798,1798,2,SC*,n/a,No,H.07,Neutral,No,"Transmission
IndicatMode
Lockup On"
W1799,1799,2,SC*,n/a,No,H.07,Neutral,No,"Transmission
IndicatMode
Lockup Off"
W1807,1807,2,SC*,n/a,No,n/a,Amber,info,Approaching Range Limit To return Home
W1808,1808,2,SC*,n/a,No,n/a,Amber,info,"Outside Air Temperature
Low
Plug Vehicle in 
When not in use"
W1809,1809,2,SC*,n/a,No,n/a,Amber,info,"Outside Air Temperature
High
Plug Vehicle in 
When not in use"
W1818,1818,2,SC,n/a,No,n/a,Amber,info,"Reduce Climate
Use for
More Range"
W1850,1850,2,SC*,n/a,No,n/a,Amber,info,"Tracking and Blocking
Fault
Service Required"
W1851,1851,2,SC*,n/a,No,n/a,Amber,info,"Tracking
and 
Blocking
Active"
W1860,1860,2,TT/RTT,n/a,No,J.16,Amber/ Red,No,
W1863,1863,2,TT/RTT,n/a,No,tbd.99,Green,No,
W1864,1864,2,TT/RTT,n/a,No,tbd.100,Green,No,
W1865,1865,2,TT/RTT,n/a,No,h.900,Green,No,
W1866,1866,2,TT/RTT,n/a,No,tbd.10,Green,No,
W1867,1867,2,TT/RTT,n/a,No,tbd.90,Orange,No,
W1880,1880,2,TA,4,No,n/a,Amber,No,"110v AC Outlet
Shutting down
to save battery
See Manual
"
W1900,1900,2,SC*,n/a,No,n/a,Amber,No,"4x4 LOW
Engaged
Start in gear allowed"
W1950,1950,2,TA,4,No,n/a,Neutral,No,"Traffic Sign
Reduced
Performance
See Manual"
W2020,2020,2,TA*,4,No,n/a,Neutral,No,"Auto StartStop 
Deactivated 
by Switch"
W2021,2021,2,TA*,4,No,n/a,Neutral,No,"Auto StartStop 
Activated 
by Switch"
W2030,2030,2,SC*,n/a,No,n/a,Amber,info,"Tow Bar
Unlocked
Towing Prohibited
See Manual"
W2031,2031,2,SC*,n/a,No,n/a,Amber,info,"Tow Bar
Fault
Towing Prohibited
Service Required"
W2032,2032,2,SC*,n/a,No,n/a,Amber,info,"Tow Bar
Not Activated
Start Engine and Retry"
W2033,2033,2,SC*,n/a,No,n/a,Amber,info,"Tow Bar
Extended
Check Trailer
Wiring"
W2035,2035,2,TA*,4,No,n/a,Neutral,No,"Park Heater
Stopping"
W2040,2040,2,TT/RTT,n/a,No,tbd.23,Amber,,
W2041,2041,2,TT/RTT,n/a,No,J.924,Amber,Overspeed Warning chime,
W2045,2045,2,SC*,n/a,No,n/a,Amber,No,"Cold Start Reservoir
Fuel Level 
Low"
W2052,2052,2,TA*,4,No,n/a,Amber,No,"Drive Mode
Selection
Not available"
W2053,2053,2,TA*,4,No,"J.930,tbd.26, tbd.27, tbd.28, tbd.33, tbd.34", ,No,
W2055,2055,2,TA*,4,No,"tbd.46, tbd.47,tbd.48",Neutral,No,
